task_id,model,condition,is_valid,top_1_line,top_3_lines,faulty_lines,top1_hit,top3_hit,region_hit,reciprocal_rank
HE_005_intersperse,openai__gpt-oss-20b_free,D,1,20,20|16|18,20,1,1,1,1.0000
HE_005_intersperse,poolside__laguna-xs-2.1_free,A,1,20,20|16|18,20,1,1,1,1.0000
HE_005_intersperse,poolside__laguna-xs-2.1_free,B,1,20,16|20|22,20,1,1,1,0.5000
HE_005_intersperse,poolside__laguna-xs-2.1_free,C,1,20,17|18|20,20,1,1,1,0.3333
HE_005_intersperse,poolside__laguna-xs-2.1_free,D,1,20,17|18|20,20,1,1,1,0.3333
HE_008_sum_product,nvidia__nemotron-nano-9b-v2_free,A,1,16,16|15|17,16,1,1,1,1.0000
HE_008_sum_product,nvidia__nemotron-nano-9b-v2_free,B,1,16,15|16|17,16,1,1,1,0.5000
HE_008_sum_product,nvidia__nemotron-nano-9b-v2_free,C,1,16,16|17|12,16,1,1,1,1.0000
HE_008_sum_product,nvidia__nemotron-nano-9b-v2_free,D,1,16,16|17|12,16,1,1,1,1.0000
HE_008_sum_product,openai__gpt-oss-20b_free,A,1,16,16|15|17,16,1,1,1,1.0000
HE_008_sum_product,openai__gpt-oss-20b_free,B,1,16,16|15|17,16,1,1,1,1.0000
HE_008_sum_product,openai__gpt-oss-20b_free,C,1,16,16|17|12,16,1,1,1,1.0000
HE_008_sum_product,openai__gpt-oss-20b_free,D,1,16,16|17|12,16,1,1,1,1.0000
HE_008_sum_product,poolside__laguna-xs-2.1_free,A,1,16,16|15|17,16,1,1,1,1.0000
HE_008_sum_product,poolside__laguna-xs-2.1_free,B,1,16,16|15|17,16,1,1,1,1.0000
HE_008_sum_product,poolside__laguna-xs-2.1_free,C,1,16,16|17|12,16,1,1,1,1.0000
HE_008_sum_product,poolside__laguna-xs-2.1_free,D,1,16,16|17|15,16,1,1,1,1.0000
HE_009_rolling_max,nvidia__nemotron-nano-9b-v2_free,A,1,17,17|15|16,17,1,1,1,1.0000
HE_009_rolling_max,nvidia__nemotron-nano-9b-v2_free,B,1,17,16|17|18,17,1,1,1,0.5000
HE_009_rolling_max,nvidia__nemotron-nano-9b-v2_free,C,1,17,17|14|15,17,1,1,1,1.0000
HE_009_rolling_max,nvidia__nemotron-nano-9b-v2_free,D,1,17,17|15|14,17,1,1,1,1.0000
HE_009_rolling_max,openai__gpt-oss-20b_free,A,1,17,17|14|10,17,1,1,1,1.0000
HE_009_rolling_max,openai__gpt-oss-20b_free,B,1,17,17|14|15,17,1,1,1,1.0000
HE_009_rolling_max,openai__gpt-oss-20b_free,C,1,17,17|14|15,17,1,1,1,1.0000
HE_009_rolling_max,openai__gpt-oss-20b_free,D,1,17,17|14|15,17,1,1,1,1.0000
HE_009_rolling_max,poolside__laguna-xs-2.1_free,A,1,17,17|14|19,17,1,1,1,1.0000
HE_009_rolling_max,poolside__laguna-xs-2.1_free,B,1,17,14|15|17,17,1,1,1,0.3333
HE_009_rolling_max,poolside__laguna-xs-2.1_free,C,1,17,17|14|15,17,1,1,1,1.0000
HE_009_rolling_max,poolside__laguna-xs-2.1_free,D,1,17,17|14|15,17,1,1,1,1.0000
HE_011_string_xor,nvidia__nemotron-nano-9b-v2_free,A,1,11,11|13|12,12,0,1,0,0.3333
HE_011_string_xor,nvidia__nemotron-nano-9b-v2_free,B,1,12,12|14|16,12,1,1,1,1.0000
HE_011_string_xor,nvidia__nemotron-nano-9b-v2_free,C,1,12,12|11|10,12,1,1,1,1.0000
HE_011_string_xor,nvidia__nemotron-nano-9b-v2_free,D,1,12,12|14|10,12,1,1,1,1.0000
HE_011_string_xor,openai__gpt-oss-20b_free,A,1,12,12|14|10,12,1,1,1,1.0000
HE_011_string_xor,openai__gpt-oss-20b_free,B,1,14,12|14|10,12,0,1,0,1.0000
HE_011_string_xor,openai__gpt-oss-20b_free,C,1,12,12|10|11,12,1,1,1,1.0000
HE_011_string_xor,openai__gpt-oss-20b_free,D,1,12,12|10|11,12,1,1,1,1.0000
HE_011_string_xor,poolside__laguna-xs-2.1_free,A,1,12,12|14|10,12,1,1,1,1.0000
HE_011_string_xor,poolside__laguna-xs-2.1_free,B,1,12,11|12|14,12,1,1,1,0.5000
HE_011_string_xor,poolside__laguna-xs-2.1_free,C,0,,,12,0,0,0,0.0000
HE_011_string_xor,poolside__laguna-xs-2.1_free,D,1,12,12|14|16,12,1,1,1,1.0000
HE_012_longest,nvidia__nemotron-nano-9b-v2_free,A,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,nvidia__nemotron-nano-9b-v2_free,B,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,nvidia__nemotron-nano-9b-v2_free,C,1,16,16|17|18,17,0,1,0,0.5000
HE_012_longest,nvidia__nemotron-nano-9b-v2_free,D,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,openai__gpt-oss-20b_free,A,1,17,17|18|20,17,1,1,1,1.0000
HE_012_longest,openai__gpt-oss-20b_free,B,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,openai__gpt-oss-20b_free,C,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,openai__gpt-oss-20b_free,D,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,poolside__laguna-xs-2.1_free,A,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,poolside__laguna-xs-2.1_free,B,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,poolside__laguna-xs-2.1_free,C,1,17,17|18|19,17,1,1,1,1.0000
HE_012_longest,poolside__laguna-xs-2.1_free,D,1,17,17|18|19,17,1,1,1,1.0000
HE_013_greatest_common_divisor,nvidia__nemotron-nano-9b-v2_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_013_greatest_common_divisor,nvidia__nemotron-nano-9b-v2_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_013_greatest_common_divisor,nvidia__nemotron-nano-9b-v2_free,C,1,12,10|11|12,12,1,1,1,0.3333
HE_013_greatest_common_divisor,nvidia__nemotron-nano-9b-v2_free,D,1,12,10|11|12,12,1,1,1,0.3333
HE_013_greatest_common_divisor,openai__gpt-oss-20b_free,A,1,12,12|10|11,12,1,1,1,1.0000
HE_013_greatest_common_divisor,openai__gpt-oss-20b_free,B,1,12,12|10|11,12,1,1,1,1.0000
HE_013_greatest_common_divisor,openai__gpt-oss-20b_free,C,1,12,12|10|11,12,1,1,1,1.0000
HE_013_greatest_common_divisor,openai__gpt-oss-20b_free,D,1,12,12|11|10,12,1,1,1,1.0000
HE_013_greatest_common_divisor,poolside__laguna-xs-2.1_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_013_greatest_common_divisor,poolside__laguna-xs-2.1_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_013_greatest_common_divisor,poolside__laguna-xs-2.1_free,C,1,12,10|11|12,12,1,1,1,0.3333
HE_013_greatest_common_divisor,poolside__laguna-xs-2.1_free,D,1,12,10|11|12,12,1,1,1,0.3333
HE_014_all_prefixes,nvidia__nemotron-nano-9b-v2_free,A,1,11,11|12|4,12,0,1,0,0.5000
HE_014_all_prefixes,nvidia__nemotron-nano-9b-v2_free,B,1,11,11|12|13,12,0,1,0,0.5000
HE_014_all_prefixes,nvidia__nemotron-nano-9b-v2_free,C,1,12,12|11|13,12,1,1,1,1.0000
HE_014_all_prefixes,nvidia__nemotron-nano-9b-v2_free,D,1,11,11|12|9,12,0,1,0,0.5000
HE_014_all_prefixes,openai__gpt-oss-20b_free,A,1,12,12|11|9,12,1,1,1,1.0000
HE_014_all_prefixes,openai__gpt-oss-20b_free,B,1,12,11|12|13,12,1,1,1,0.5000
HE_014_all_prefixes,openai__gpt-oss-20b_free,C,1,12,12|9|11,12,1,1,1,1.0000
HE_014_all_prefixes,openai__gpt-oss-20b_free,D,1,12,12|9|11,12,1,1,1,1.0000
HE_014_all_prefixes,poolside__laguna-xs-2.1_free,A,1,11,11|12|13,12,0,1,0,0.5000
HE_014_all_prefixes,poolside__laguna-xs-2.1_free,B,0,,,12,0,0,0,0.0000
HE_014_all_prefixes,poolside__laguna-xs-2.1_free,C,0,,,12,0,0,0,0.0000
HE_014_all_prefixes,poolside__laguna-xs-2.1_free,D,0,,,12,0,0,0,0.0000
HE_018_how_many_times,nvidia__nemotron-nano-9b-v2_free,A,1,14,14|15|13,14,1,1,1,1.0000
HE_018_how_many_times,nvidia__nemotron-nano-9b-v2_free,B,0,,,14,0,0,0,0.0000
HE_018_how_many_times,nvidia__nemotron-nano-9b-v2_free,C,1,14,14|15|16,14,1,1,1,1.0000
HE_018_how_many_times,nvidia__nemotron-nano-9b-v2_free,D,1,14,14|15|16,14,1,1,1,1.0000
HE_018_how_many_times,openai__gpt-oss-20b_free,A,1,14,14|15|12,14,1,1,1,1.0000
HE_018_how_many_times,openai__gpt-oss-20b_free,B,1,14,14|15|16,14,1,1,1,1.0000
HE_018_how_many_times,openai__gpt-oss-20b_free,C,1,14,14|16|15,14,1,1,1,1.0000
HE_018_how_many_times,openai__gpt-oss-20b_free,D,1,14,14|15|12,14,1,1,1,1.0000
HE_018_how_many_times,poolside__laguna-xs-2.1_free,A,1,14,14|15|16,14,1,1,1,1.0000
HE_018_how_many_times,poolside__laguna-xs-2.1_free,B,1,14,14|15|16,14,1,1,1,1.0000
HE_018_how_many_times,poolside__laguna-xs-2.1_free,C,0,,,14,0,0,0,0.0000
HE_018_how_many_times,poolside__laguna-xs-2.1_free,D,0,,,14,0,0,0,0.0000
HE_021_rescale_to_unit,nvidia__nemotron-nano-9b-v2_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_021_rescale_to_unit,nvidia__nemotron-nano-9b-v2_free,B,1,12,11|12|10,12,1,1,1,0.5000
HE_021_rescale_to_unit,nvidia__nemotron-nano-9b-v2_free,C,1,12,12|11|10,12,1,1,1,1.0000
HE_021_rescale_to_unit,nvidia__nemotron-nano-9b-v2_free,D,1,12,10|11|12,12,1,1,1,0.3333
HE_021_rescale_to_unit,openai__gpt-oss-20b_free,A,1,12,12|10|11,12,1,1,1,1.0000
HE_021_rescale_to_unit,openai__gpt-oss-20b_free,B,1,12,12|10|11,12,1,1,1,1.0000
HE_021_rescale_to_unit,openai__gpt-oss-20b_free,C,1,12,12|10|11,12,1,1,1,1.0000
HE_021_rescale_to_unit,openai__gpt-oss-20b_free,D,1,12,12|10|11,12,1,1,1,1.0000
HE_021_rescale_to_unit,poolside__laguna-xs-2.1_free,A,1,12,12|10|11,12,1,1,1,1.0000
HE_021_rescale_to_unit,poolside__laguna-xs-2.1_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_021_rescale_to_unit,poolside__laguna-xs-2.1_free,C,1,12,10|11|12,12,1,1,1,0.3333
HE_021_rescale_to_unit,poolside__laguna-xs-2.1_free,D,1,12,10|11|12,12,1,1,1,0.3333
HE_024_largest_divisor,nvidia__nemotron-nano-9b-v2_free,A,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,nvidia__nemotron-nano-9b-v2_free,B,1,9,8|9|10,9,1,1,1,0.5000
HE_024_largest_divisor,nvidia__nemotron-nano-9b-v2_free,C,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,nvidia__nemotron-nano-9b-v2_free,D,1,9,9|10|8,9,1,1,1,1.0000
HE_024_largest_divisor,openai__gpt-oss-20b_free,A,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,openai__gpt-oss-20b_free,B,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,openai__gpt-oss-20b_free,C,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,openai__gpt-oss-20b_free,D,1,9,8|9|10,9,1,1,1,0.5000
HE_024_largest_divisor,poolside__laguna-xs-2.1_free,A,0,,,9,0,0,0,0.0000
HE_024_largest_divisor,poolside__laguna-xs-2.1_free,B,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,poolside__laguna-xs-2.1_free,C,1,9,9|8|10,9,1,1,1,1.0000
HE_024_largest_divisor,poolside__laguna-xs-2.1_free,D,1,9,8|9|10,9,1,1,1,0.5000
HE_026_remove_duplicates,nvidia__nemotron-nano-9b-v2_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_026_remove_duplicates,nvidia__nemotron-nano-9b-v2_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_026_remove_duplicates,nvidia__nemotron-nano-9b-v2_free,C,1,12,10|11|12,12,1,1,1,0.3333
HE_026_remove_duplicates,nvidia__nemotron-nano-9b-v2_free,D,1,12,10|11|12,12,1,1,1,0.3333
HE_026_remove_duplicates,openai__gpt-oss-20b_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_026_remove_duplicates,openai__gpt-oss-20b_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_026_remove_duplicates,openai__gpt-oss-20b_free,C,1,12,12|11|10,12,1,1,1,1.0000
HE_026_remove_duplicates,openai__gpt-oss-20b_free,D,1,12,12|10|11,12,1,1,1,1.0000
HE_026_remove_duplicates,poolside__laguna-xs-2.1_free,A,1,12,12|11|10,12,1,1,1,1.0000
HE_026_remove_duplicates,poolside__laguna-xs-2.1_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_026_remove_duplicates,poolside__laguna-xs-2.1_free,C,0,,,12,0,0,0,0.0000
HE_026_remove_duplicates,poolside__laguna-xs-2.1_free,D,1,12,12|11|10,12,1,1,1,1.0000
HE_031_is_prime,nvidia__nemotron-nano-9b-v2_free,A,1,21,21|20|22,20,0,1,0,0.5000
HE_031_is_prime,nvidia__nemotron-nano-9b-v2_free,B,1,20,20|21|22,20,1,1,1,1.0000
HE_031_is_prime,nvidia__nemotron-nano-9b-v2_free,C,1,21,21|20|22,20,0,1,0,0.5000
HE_031_is_prime,nvidia__nemotron-nano-9b-v2_free,D,1,21,21|20|22,20,0,1,0,0.5000
HE_031_is_prime,openai__gpt-oss-20b_free,A,1,20,20|22|21,20,1,1,1,1.0000
HE_031_is_prime,openai__gpt-oss-20b_free,B,1,20,20|21|22,20,1,1,1,1.0000
HE_031_is_prime,openai__gpt-oss-20b_free,C,1,21,21|20|22,20,0,1,0,0.5000
HE_031_is_prime,openai__gpt-oss-20b_free,D,1,21,21|20|22,20,0,1,0,0.5000
HE_031_is_prime,poolside__laguna-xs-2.1_free,A,1,20,20|22|25,20,1,1,1,1.0000
HE_031_is_prime,poolside__laguna-xs-2.1_free,B,1,20,20|21|22,20,1,1,1,1.0000
HE_031_is_prime,poolside__laguna-xs-2.1_free,C,0,,,20,0,0,0,0.0000
HE_031_is_prime,poolside__laguna-xs-2.1_free,D,0,,,20,0,0,0,0.0000
HE_033_sort_third,nvidia__nemotron-nano-9b-v2_free,A,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,nvidia__nemotron-nano-9b-v2_free,B,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,nvidia__nemotron-nano-9b-v2_free,C,1,13,12|13|14,13,1,1,1,0.5000
HE_033_sort_third,nvidia__nemotron-nano-9b-v2_free,D,1,13,12|13|14,13,1,1,1,0.5000
HE_033_sort_third,openai__gpt-oss-20b_free,A,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,openai__gpt-oss-20b_free,B,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,openai__gpt-oss-20b_free,C,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,openai__gpt-oss-20b_free,D,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,poolside__laguna-xs-2.1_free,A,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,poolside__laguna-xs-2.1_free,B,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,poolside__laguna-xs-2.1_free,C,1,13,13|12|14,13,1,1,1,1.0000
HE_033_sort_third,poolside__laguna-xs-2.1_free,D,1,13,13|12|14,13,1,1,1,1.0000
HE_035_max_element,nvidia__nemotron-nano-9b-v2_free,A,1,12,12|11|13,12,1,1,1,1.0000
HE_035_max_element,nvidia__nemotron-nano-9b-v2_free,B,1,12,11|12|13,12,1,1,1,0.5000
HE_035_max_element,nvidia__nemotron-nano-9b-v2_free,C,1,13,13|10|11,12,0,0,0,0.0000
HE_035_max_element,nvidia__nemotron-nano-9b-v2_free,D,1,12,12|13|10,12,1,1,1,1.0000
HE_035_max_element,openai__gpt-oss-20b_free,A,1,12,12|13|10,12,1,1,1,1.0000
HE_035_max_element,openai__gpt-oss-20b_free,B,1,12,12|10|13,12,1,1,1,1.0000
HE_035_max_element,openai__gpt-oss-20b_free,C,1,12,12|13|10,12,1,1,1,1.0000
HE_035_max_element,openai__gpt-oss-20b_free,D,1,13,13|12|10,12,0,1,0,0.5000
HE_035_max_element,poolside__laguna-xs-2.1_free,A,1,12,12|11|13,12,1,1,1,1.0000
HE_035_max_element,poolside__laguna-xs-2.1_free,B,1,12,10|11|12,12,1,1,1,0.3333
HE_035_max_element,poolside__laguna-xs-2.1_free,C,0,,,12,0,0,0,0.0000
HE_035_max_element,poolside__laguna-xs-2.1_free,D,0,,,12,0,0,0,0.0000
HE_040_triples_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,A,1,23,23|24|25,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,B,1,23,21|22|23,23,1,1,1,0.3333
HE_040_triples_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,C,1,23,22|23|24,23,1,1,1,0.5000
HE_040_triples_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,D,1,23,23|22|24,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,openai__gpt-oss-20b_free,A,1,23,23|24|25,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,openai__gpt-oss-20b_free,B,1,23,23|24|25,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,openai__gpt-oss-20b_free,C,1,23,23|22|24,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,openai__gpt-oss-20b_free,D,1,23,23|24|22,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,poolside__laguna-xs-2.1_free,A,1,23,23|24|25,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,poolside__laguna-xs-2.1_free,B,1,23,23|24|25,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,poolside__laguna-xs-2.1_free,C,1,23,23|24|22,23,1,1,1,1.0000
HE_040_triples_sum_to_zero,poolside__laguna-xs-2.1_free,D,0,,,23,0,0,0,0.0000
HE_043_pairs_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,A,1,21,21|20|19,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,B,1,21,20|21|22,21,1,1,1,0.5000
HE_043_pairs_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,C,1,21,21|22|20,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,nvidia__nemotron-nano-9b-v2_free,D,1,22,22|21|20,21,0,1,0,0.5000
HE_043_pairs_sum_to_zero,openai__gpt-oss-20b_free,A,1,21,21|20|22,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,openai__gpt-oss-20b_free,B,1,21,21|20|22,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,openai__gpt-oss-20b_free,C,1,21,21|22|20,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,openai__gpt-oss-20b_free,D,1,21,21|22|20,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,poolside__laguna-xs-2.1_free,A,1,21,21|20|22,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,poolside__laguna-xs-2.1_free,B,1,21,21|20|22,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,poolside__laguna-xs-2.1_free,C,1,21,21|22|20,21,1,1,1,1.0000
HE_043_pairs_sum_to_zero,poolside__laguna-xs-2.1_free,D,1,21,21|22|20,21,1,1,1,1.0000
HE_046_fib4,nvidia__nemotron-nano-9b-v2_free,A,1,18,18|23|24,18,1,1,1,1.0000
HE_046_fib4,nvidia__nemotron-nano-9b-v2_free,B,1,18,18|19|20,18,1,1,1,1.0000
HE_046_fib4,nvidia__nemotron-nano-9b-v2_free,C,0,,,18,0,0,0,0.0000
HE_046_fib4,nvidia__nemotron-nano-9b-v2_free,D,1,18,18|22|23,18,1,1,1,1.0000
HE_046_fib4,openai__gpt-oss-20b_free,A,1,18,18|22|24,18,1,1,1,1.0000
HE_046_fib4,openai__gpt-oss-20b_free,B,1,18,18|19|20,18,1,1,1,1.0000
HE_046_fib4,openai__gpt-oss-20b_free,C,1,18,18|22|23,18,1,1,1,1.0000
HE_046_fib4,openai__gpt-oss-20b_free,D,1,18,18|23|24,18,1,1,1,1.0000
HE_046_fib4,poolside__laguna-xs-2.1_free,A,0,,,18,0,0,0,0.0000
HE_046_fib4,poolside__laguna-xs-2.1_free,B,1,18,18|23|24,18,1,1,1,1.0000
HE_046_fib4,poolside__laguna-xs-2.1_free,C,0,,,18,0,0,0,0.0000
HE_046_fib4,poolside__laguna-xs-2.1_free,D,1,18,18|23|24,18,1,1,1,1.0000
HE_047_median,nvidia__nemotron-nano-9b-v2_free,A,0,,,11,0,0,0,0.0000
HE_047_median,nvidia__nemotron-nano-9b-v2_free,B,1,12,11|12|13,11,0,1,0,1.0000
HE_047_median,nvidia__nemotron-nano-9b-v2_free,C,1,12,12|10|11,11,0,1,0,0.3333
HE_047_median,nvidia__nemotron-nano-9b-v2_free,D,0,,,11,0,0,0,0.0000
HE_047_median,openai__gpt-oss-20b_free,A,0,,,11,0,0,0,0.0000
HE_047_median,openai__gpt-oss-20b_free,B,1,12,12|13|14,11,0,0,0,0.0000
HE_047_median,openai__gpt-oss-20b_free,C,1,12,12|10|11,11,0,1,0,0.3333
HE_047_median,openai__gpt-oss-20b_free,D,1,12,12|10|11,11,0,1,0,0.3333
HE_047_median,poolside__laguna-xs-2.1_free,A,0,,,11,0,0,0,0.0000
HE_047_median,poolside__laguna-xs-2.1_free,B,0,,,11,0,0,0,0.0000
HE_047_median,poolside__laguna-xs-2.1_free,C,0,,,11,0,0,0,0.0000
HE_047_median,poolside__laguna-xs-2.1_free,D,1,12,12|11|14,11,0,1,0,0.5000
HE_048_is_palindrome,nvidia__nemotron-nano-9b-v2_free,A,1,17,17|16|15,16,0,1,0,0.5000
HE_048_is_palindrome,nvidia__nemotron-nano-9b-v2_free,B,1,17,16|17|18,16,0,1,0,1.0000
HE_048_is_palindrome,nvidia__nemotron-nano-9b-v2_free,C,1,17,17|16|15,16,0,1,0,0.5000
HE_048_is_palindrome,nvidia__nemotron-nano-9b-v2_free,D,0,,,16,0,0,0,0.0000
HE_048_is_palindrome,openai__gpt-oss-20b_free,A,1,16,16|15|17,16,1,1,1,1.0000
HE_048_is_palindrome,openai__gpt-oss-20b_free,B,1,16,16|15|17,16,1,1,1,1.0000
HE_048_is_palindrome,openai__gpt-oss-20b_free,C,1,16,16|17|15,16,1,1,1,1.0000
HE_048_is_palindrome,openai__gpt-oss-20b_free,D,1,16,16|17|15,16,1,1,1,1.0000
HE_048_is_palindrome,poolside__laguna-xs-2.1_free,A,1,16,16|17|15,16,1,1,1,1.0000
HE_048_is_palindrome,poolside__laguna-xs-2.1_free,B,1,16,15|16|17,16,1,1,1,0.5000
HE_048_is_palindrome,poolside__laguna-xs-2.1_free,C,1,16,16|17|15,16,1,1,1,1.0000
HE_048_is_palindrome,poolside__laguna-xs-2.1_free,D,0,,,16,0,0,0,0.0000
HE_052_below_threshold,nvidia__nemotron-nano-9b-v2_free,A,1,11,11|10|12,11,1,1,1,1.0000
HE_052_below_threshold,nvidia__nemotron-nano-9b-v2_free,B,1,11,10|11|12,11,1,1,1,0.5000
HE_052_below_threshold,nvidia__nemotron-nano-9b-v2_free,C,0,,,11,0,0,0,0.0000
HE_052_below_threshold,nvidia__nemotron-nano-9b-v2_free,D,1,11,11|13|10,11,1,1,1,1.0000
HE_052_below_threshold,openai__gpt-oss-20b_free,A,1,11,11|12|10,11,1,1,1,1.0000
HE_052_below_threshold,openai__gpt-oss-20b_free,B,1,11,11|12|13,11,1,1,1,1.0000
HE_052_below_threshold,openai__gpt-oss-20b_free,C,1,11,11|13|10,11,1,1,1,1.0000
